time,x,y,label
0.0,1.828541245314909,0.008901097145365152,1
0.020004000800160033,1.8781178301518193,0.011957727880102464,1
0.040008001600320066,2.063492576592497,-0.17885756604095426,1
0.0600120024004801,1.8510972332383022,-0.18028161680594335,1
0.08001600320064013,2.1210253753141215,-0.17131819792105782,1
0.10002000400080016,1.9740884797997738,-0.11180702114543145,1
0.1200240048009602,1.8440010342968893,-0.2982386638970761,1
0.14002800560112022,1.9224918798964492,-0.2177117221014929,1
0.16003200640128026,1.7694344833797513,-0.24899316091868667,1
0.1800360072014403,2.017072285305843,-0.1279163916179211,1
0.20004000800160032,2.0006092967087254,-0.08654162432778698,1
0.22004400880176037,2.0387267795434894,-0.35396740937447624,1
0.2400480096019204,2.1094139118546638,-0.2850635381880689,1
0.2600520104020804,1.9698051446985243,-0.40945036831964254,1
0.28005601120224044,1.9967197347817964,-0.40721385404399835,1
0.3000600120024005,1.8506262188308793,-0.38986765777820803,-1
0.3200640128025605,1.6964833652679574,-0.31834038125751846,1
0.34006801360272054,1.8998139379888739,-0.666705805909108,1
0.3600720144028806,1.8705252096657514,-0.5206389228251893,1
0.38007601520304063,1.8691425901932874,-0.49143945314140247,1
0.40008001600320064,1.9752960342946273,-0.5489537722203217,1
0.4200840168033607,2.010001947909136,-0.48328315143398465,1
0.44008801760352073,1.8298898837983004,-0.6559716355968221,1
0.46009201840368075,1.906313735958079,-0.3381448887775903,1
0.4800960192038408,2.1332085367901152,-0.6346401192228212,1
0.5001000200040008,1.9384864972854352,-0.6140816283705273,1
0.5201040208041608,1.9081773288513704,-0.5061148361104979,1
0.5401080216043209,1.6657383218661361,-0.5729940174233448,1
0.5601120224044809,1.906769780460469,-0.44144637605398007,1
0.580116023204641,1.6189742380685508,-0.6116387646759135,1
0.600120024004801,1.5892263947308405,-0.570408629461694,1
0.620124024804961,1.8322617703432758,-0.5703829322069255,1
0.640128025605121,1.865825763581845,-0.5011903400397021,1
0.6601320264052811,1.8625181842650136,-0.6239260520053763,1
0.6801360272054411,1.7036575292805765,-0.48095551195345354,1
0.7001400280056012,1.872517996441812,-0.6918415111506028,1
0.7201440288057612,1.779143769835987,-0.597164833503022,1
0.7401480296059212,1.863207149682503,-0.7120025721665282,1
0.7601520304060813,1.585687929031158,-0.6173625995023729,1
0.7801560312062413,1.850460539912342,-0.7125387685872916,1
0.8001600320064013,1.6968044752551106,-0.6847025214838453,1
0.8201640328065614,1.689611866952312,-0.782172944843077,1
