time,x,y
0.0,2.0,0.0
0.020004000800160033,1.999607741700838,-0.03882889173706958
0.040008001600320066,1.9984616912906632,-0.07538509471333639
0.0600120024004801,1.996606189821154,-0.1097962050612471
0.08001600320064013,1.9940860714087272,-0.14218844203883285
0.10002000400080016,1.9909393949749274,-0.17268693365195326
0.1200240048009602,1.987200460765023,-0.20141240020563703
0.14002800560112022,1.9829020293763118,-0.22848041120051044
0.16003200640128026,1.9780753217581213,-0.25400138533279765
0.1800360072014403,1.972750019211809,-0.2780805904943201
0.20004000800160032,1.966954263390762,-0.3008181437724972
0.22004400880176037,1.9607146563003972,-0.32230901145034585
0.2400480096019204,1.9540562602981613,-0.3426430090064806
0.2600520104020804,1.9470025980935308,-0.3619048011151134
0.28005601120224044,1.9395756527480117,-0.38017390164605436
0.3000600120024005,1.9317960832972367,-0.39752697557933026
0.3200640128025605,1.923682178392985,-0.4140442823842616
0.34006801360272054,1.9152478042477725,-0.42979129682141654
0.3600720144028806,1.90650586882962,-0.44482879216158755
0.38007601520304063,1.8974686356826886,-0.459214532789316
0.40008001600320064,1.8881477239272806,-0.47300327420289207
0.4200840168033607,1.8785541082598385,-0.4862467630143551
0.44008801760352073,1.8686981189529464,-0.4989937369494931
0.46009201840368075,1.8585894418553284,-0.5112899248478433
0.4800960192038408,1.8482371183918498,-0.5231780466626914
0.5001000200040008,1.8376495455635167,-0.5346978134610723
0.5201040208041608,1.8268344759474755,-0.5458859274237697
0.5401080216043209,1.8157990176970142,-0.5567760818453166
0.5601120224044809,1.804549634541561,-0.567398961133994
0.580116023204641,1.793092145786685,-0.5777822408118329
0.600120024004801,1.781431682281843,-0.5879516421730084
0.620124024804961,1.7695717687553998,-0.5979422490869193
0.640128025605121,1.757514835503579,-0.607779902172156
0.6601320264052811,1.7452630548732169,-0.6174862436476825
0.6801360272054411,1.732818311244316,-0.6270823162051524
0.7001400280056012,1.7201822010300447,-0.6365885630089105
0.7201440288057612,1.7073560326767372,-0.6460248276959912
0.7401480296059212,1.6943408266638944,-0.6554103543761192
0.7601520304060813,1.6811373155041827,-0.6647637876317095
0.7801560312062413,1.6677459437434348,-0.6741031725178678
0.8001600320064013,1.6541668679606498,-0.6834459545623892
0.8201640328065614,1.6403999567679923,-0.6928089797657601
