x,y,z,anomaly,time
1.0,1.0,1.0,0,0.0
1.0125017307654962,1.2600047261929894,0.9848906641746467,0,0.010001824151769426
1.0487474842527391,1.5240967075682188,0.9731175133902338,0,0.020003648303538853
1.1072189224585738,1.7982995614431163,0.9651706810879358,0,0.03000547245530828
1.1868850188223223,2.0885262443344654,0.9617602553912217,0,0.040007296607077705
1.2873738146067268,2.400410562820716,0.9638783084145061,0,0.05000912075884713
1.4092757421494975,2.7389386824083686,0.9726841095289867,0,0.06001094491061656
1.5535123641549458,3.109386517560619,0.9897657322730741,0,0.07001276906238599
1.721238215417928,3.5174694415848347,1.0171966792084755,0,0.08001459321415541
1.9138408028238478,3.969342286632557,1.0575358819201948,0,0.09001641736592483
2.133162041207915,4.471211587057763,1.114279477471927,0,0.10001824151769426
2.38193646766213,5.0293566125967635,1.1911052924359884,0,0.11002006566946369
2.6632477812839603,5.650577102228884,1.2925168191720358,0,0.12002188982123312
2.980433809839014,6.341893942838958,1.424869366670575,0,0.13002371397300255
3.3370865385184514,7.110549028628652,1.5963703408341063,0,0.14002553812477198
3.737052109938978,7.964005261116467,1.817079244477124,0,0.1500273622765414
4.18441384129872,8.90986826212094,2.0989237469198203,0,0.16002918642831082
4.681328314650118,9.944933646878223,2.458515627238875,0,0.17003101058008024
5.233929409024492,11.079944064006899,2.9135924957426456,0,0.18003283473184967
5.84974574196768,12.330208215332572,3.4836286071090026,0,0.1900346588836191
6.534307404392351,13.700661919025013,4.1925117329270165,0,0.2000364830353885
-16.709064240216563,-10.275123598041372,45.24969023834945,1,0.21003830718715796
8.121794448171013,16.77001683791019,6.144437698830324,0,0.22004013133892739
9.025787378184535,18.42692527116338,7.457323666649788,0,0.2300419554906968
10.000660734998597,20.120037692904226,9.04874290438924,0,0.24004377964246623
11.041951976360068,21.80242550302341,10.964650768193781,0,0.2500456037942357
12.143101893551192,23.41696714879685,13.254798564336063,0,0.2600474279460051
13.288038122775792,24.89100971745278,15.935387534336726,0,0.27004925209777453
14.451613806795972,26.1015991037317,19.007311104503394,0,0.28005107624954395
15.60230588702712,26.92165792458575,22.446177594997188,0,0.2900529004013134
16.700022731001294,27.234791171302646,26.183010500019194,0,0.3000547245530828
17.69610413236719,26.93528620950565,30.104248487810313,0,0.3100565487048522
18.53437626976945,25.92474637236135,34.053877956553244,0,0.32005837285662164
19.16446794547113,24.13194098626487,37.84415128217022,0,0.33006019700839107
19.5306737132615,21.664408369844583,41.23474874863378,0,0.3400620211601605
19.593583655417238,18.66536190010114,44.032605402431756,0,0.3500638453119299
-58.9930709099751,-17.23845536673874,32.74235932787161,1,0.36006566946369933
18.04634692630626,7.597124021853046,40.998323157980835,1,0.37006749361546876
17.906416461892228,7.949043885296417,47.935003406767265,0,0.3800693177672382
16.78602972168962,4.432841317945022,47.73470925559851,0,0.3900711419190076
15.455464563356658,1.275248591356247,46.931821671350384,0,0.400072966070777
13.971900070031538,-1.4270824281115821,45.673009706853435,0,0.4100747902225465
12.39461388008159,-3.6349455467435163,44.12347404084899,0,0.4200766143743159
10.781804758629857,-5.3640971202892125,42.44559173107683,0,0.43007843852608535
9.179210144868396,-6.662696083145392,40.735227757342514,0,0.44008026267785477
7.62404715280325,-7.589904705538297,39.06956917021639,0,0.4500820868296242
10.299394434269612,35.50434156412718,37.7935606300822,1,0.4600839109813936
4.757517725438385,-8.603894085526022,36.06348160033618,0,0.47008573513316304
3.4751668199316192,-8.822617413643016,34.76258255172876,0,0.48008755928493246
2.3000952694875405,-8.912540125378227,33.59638502448691,0,0.4900893834367019
1.2319829488827874,-8.9126619912794,32.55754611432966,0,0.5000912075884714
0.2682411371198157,-8.854450238256993,31.636263693825736,0,0.5100930317402408
-0.5959874825731033,-8.761839549584188,30.820276412393564,0,0.5200948558920102
-1.367844006085325,-8.651438846009261,30.095041112260564,0,0.5300966800437796
-2.0560203615793395,-8.536509839812345,29.44870974646038,0,0.5400985041955491
-2.668079637282959,-8.425073682065776,28.871763119564896,0,0.5501003283473185
-3.211321509932278,-8.322741309794553,28.355286588372522,0,0.5601021524990879
-3.6930870836353766,-8.234081766709442,27.891574253540906,0,0.5701039766508573
-4.12075888987232,-8.16262220320698,27.474128959586967,0,0.5801058008026267
-4.501760887495173,-8.110847876369476,27.09766229488685,0,0.5901076249543962
-4.84353963907046,-8.08003910239739,26.757946798265042,0,0.6001094491061656
-5.152150400716452,-8.069259098754179,26.451321652589723,0,0.610111273257935
-5.4315238579716105,-8.07770478577469,26.176124242240505,0,0.6201130974097044
-5.685406556601652,-8.104629549177917,25.931010170496055,0,0.6301149215614739
-5.9175197552481205,-8.149142448368806,25.71466017769031,0,0.6401167457132433
