0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.5654089592738681,0.4949641986385757,0.22106929207489165,0.5655267827237104,0.49736673668644027,0.22093985101910998,0.5658683834026966,0.4998070424558015,0.22083899092274137,0.5664194516264389,0.5023407763571557,0.2207709107387267,0.5671702704118622,0.5050225762550331,0.22074169376268288,0.5681173342074196,0.5079045005672064,0.22075983903542712,0.5692662075846279,0.5110326232728594,0.22083527796976793,0.5706255758766704,0.5144556957367105,0.22098161552609838,0.5722063200787505,0.5182265300827149,0.22121661531519904,0.5740215168480916,0.5224019991940654,0.22156219959823772
0.5655267827237104,0.49736673668644027,0.22093985101910998,0.5658683834026966,0.4998070424558015,0.22083899092274137,0.5664194516264389,0.5023407763571557,0.2207709107387267,0.5671702704118622,0.5050225762550331,0.22074169376268288,0.5681173342074196,0.5079045005672064,0.22075983903542712,0.5692662075846279,0.5110326232728594,0.22083527796976793,0.5706255758766704,0.5144556957367105,0.22098161552609838,0.5722063200787505,0.5182265300827149,0.22121661531519904,0.5740215168480916,0.5224019991940654,0.22156219959823772,0.5760885254419252,0.5270394537010722,0.22204831963699806
0.5658683834026966,0.4998070424558015,0.22083899092274137,0.5664194516264389,0.5023407763571557,0.2207709107387267,0.5671702704118622,0.5050225762550331,0.22074169376268288,0.5681173342074196,0.5079045005672064,0.22075983903542712,0.5692662075846279,0.5110326232728594,0.22083527796976793,0.5706255758766704,0.5144556957367105,0.22098161552609838,0.5722063200787505,0.5182265300827149,0.22121661531519904,0.5740215168480916,0.5224019991940654,0.22156219959823772,0.5760885254419252,0.5270394537010722,0.22204831963699806,0.5784331176993628,0.5321969163353801,0.22270648321977762
0.5664194516264389,0.5023407763571557,0.2207709107387267,0.5671702704118622,0.5050225762550331,0.22074169376268288,0.5681173342074196,0.5079045005672064,0.22075983903542712,0.5692662075846279,0.5110326232728594,0.22083527796976793,0.5706255758766704,0.5144556957367105,0.22098161552609838,0.5722063200787505,0.5182265300827149,0.22121661531519904,0.5740215168480916,0.5224019991940654,0.22156219959823772,0.5760885254419252,0.5270394537010722,0.22204831963699806,0.5784331176993628,0.5321969163353801,0.22270648321977762,0.5810843561616439,0.537937219153362,0.22357527157956225
0.5671702704118622,0.5050225762550331,0.22074169376268288,0.5681173342074196,0.5079045005672064,0.22075983903542712,0.5692662075846279,0.5110326232728594,0.22083527796976793,0.5706255758766704,0.5144556957367105,0.22098161552609838,0.5722063200787505,0.5182265300827149,0.22121661531519904,0.5740215168480916,0.5224019991940654,0.22156219959823772,0.5760885254419252,0.5270394537010722,0.22204831963699806,0.5784331176993628,0.5321969163353801,0.22270648321977762,0.5810843561616439,0.537937219153362,0.22357527157956225,0.5840736984236968,0.5443252376983112,0.2247091303859074
0.5681173342074196,0.5079045005672064,0.22075983903542712,0.5692662075846279,0.5110326232728594,0.22083527796976793,0.5706255758766704,0.5144556957367105,0.22098161552609838,0.5722063200787505,0.5182265300827149,0.22121661531519904,0.5740215168480916,0.5224019991940654,0.22156219959823772,0.5760885254419252,0.5270394537010722,0.22204831963699806,0.5784331176993628,0.5321969163353801,0.22270648321977762,0.5810843561616439,0.537937219153362,0.22357527157956225,0.5840736984236968,0.5443252376983112,0.2247091303859074,0.5874349974051646,0.5514278897013506,0.22617837214609518
0.5692662075846279,0.5110326232728594,0.22083527796976793,0.5706255758766704,0.5144556957367105,0.22098161552609838,0.5722063200787505,0.5182265300827149,0.22121661531519904,0.5740215168480916,0.5224019991940654,0.22156219959823772,0.5760885254419252,0.5270394537010722,0.22204831963699806,0.5784331176993628,0.5321969163353801,0.22270648321977762,0.5810843561616439,0.537937219153362,0.22357527157956225,0.5840736984236968,0.5443252376983112,0.2247091303859074,0.5874349974051646,0.5514278897013506,0.22617837214609518,0.5912045013504054,0.5593141350814334,0.22806917620513437
0.5706255758766704,0.5144556957367105,0.22098161552609838,0.5722063200787505,0.5182265300827149,0.22121661531519904,0.5740215168480916,0.5224019991940654,0.22156219959823772,0.5760885254419252,0.5270394537010722,0.22204831963699806,0.5784331176993628,0.5321969163353801,0.22270648321977762,0.5810843561616439,0.537937219153362,0.22357527157956225,0.5840736984236968,0.5443252376983112,0.2247091303859074,0.5874349974051646,0.5514278897013506,0.22617837214609518,0.5912045013504054,0.5593141350814334,0.22806917620513437,0.5954206937724708,0.5680542525448901,0.2304837264133058
0.5722063200787505,0.5182265300827149,0.22121661531519904,0.5740215168480916,0.5224019991940654,0.22156219959823772,0.5760885254419252,0.5270394537010722,0.22204831963699806,0.5784331176993628,0.5321969163353801,0.22270648321977762,0.5810843561616439,0.537937219153362,0.22357527157956225,0.5840736984236968,0.5443252376983112,0.2247091303859074,0.5874349974051646,0.5514278897013506,0.22617837214609518,0.5912045013504054,0.5593141350814334,0.22806917620513437,0.5954206937724708,0.5680542525448901,0.2304837264133058,0.6001038995321382,0.5776186324133589,0.23356433519565256
0.5740215168480916,0.5224019991940654,0.22156219959823772,0.5760885254419252,0.5270394537010722,0.22204831963699806,0.5784331176993628,0.5321969163353801,0.22270648321977762,0.5810843561616439,0.537937219153362,0.22357527157956225,0.5840736984236968,0.5443252376983112,0.2247091303859074,0.5874349974051646,0.5514278897013506,0.22617837214609518,0.5912045013504054,0.5593141350814334,0.22806917620513437,0.5954206937724708,0.5680542525448901,0.2304837264133058,0.6001038995321382,0.5776186324133589,0.23356433519565256,0.6053119278081481,0.5881065406594969,0.2374629599268665
0.5760885254419252,0.5270394537010722,0.22204831963699806,0.5784331176993628,0.5321969163353801,0.22270648321977762,0.5810843561616439,0.537937219153362,0.22357527157956225,0.5840736984236968,0.5443252376983112,0.2247091303859074,0.5874349974051646,0.5514278897013506,0.22617837214609518,0.5912045013504054,0.5593141350814334,0.22806917620513437,0.5954206937724708,0.5680542525448901,0.2304837264133058,0.6001038995321382,0.5776186324133589,0.23356433519565256,0.6053119278081481,0.5881065406594969,0.2374629599268665,0.6111157325914662,0.5996594352450032,0.24234643574220444
